Usage_Date,Project_ID,Source_Region,Destination_Region,Transfer_Type,Data_Volume_GB,Network_Cost
2025-05-06 00:00:00,proj-012,asia-south1,us-east4,Intra-region Egress,417.24,97.74
2026-03-13 00:00:00,proj-001,asia-south1,us-east4,,458.79,12.81
2025-02-16 00:00:00,proj-003,us-central1,Internet,Load Balancing,349.89,24.82
2025-04-02 00:00:00,proj-014,us-central1,australia-southeast1,Cloud NAT,457.41,29.35
2025-04-29 00:00:00,proj-080,us-central1,europe-west1,Load Balancing,433.73,88.91
2025-05-03 00:00:00,proj-009,europe-west1,europe-west1,Load Balancing,397.36,40.59
2025-10-06 00:00:00,proj-054,EUROPE-WEST1,us-east4,Load Balancing,86.17,1.91
2026-02-25 00:00:00,proj-051,us-central1,Internet,Inter-region Egress,190.94,40.54
2026-05-08 00:00:00,proj-005,us-east4,Internet,Load Balancing,380.13,74.21
2025-12-16 00:00:00,proj-047,australia-southeast1,asia-south1,Internet Egress,479.79,64.45
2025-02-19 00:00:00,proj-006,asia-south1,europe-west1,Inter-region Egress,54.05,18.37
2026-01-15 00:00:00,proj-020,asia-south1,us-east4,Intra-region Egress,109.87,41.64
2025-10-30 00:00:00,proj-002,us-east4,us-east4,Intra-region Egress,236.02,63.98
2025-08-29 00:00:00,proj-064,us-central1,us-central1,Intra-region Egress,180.55,57.13
2025-10-24 00:00:00,proj-001,US-EAST4,australia-southeast1,Intra-region Egress,402.02,75.13
2026-05-06 00:00:00,proj-032,ASIA-SOUTH1,us-east4,Internet Egress,173.18,7.21
2026-05-09 00:00:00,proj-007,asia-south1,asia-south1,Inter-region Egress,413.7,79.81
2026-02-01 00:00:00,proj-008,us-east4,asia-south1,Intra-region Egress,341.05,12.17
2026-03-05 00:00:00,proj-038,us-east4,asia-south1,Load Balancing,42.69,88.08
2025-09-20 00:00:00,proj-046,asia-south1,us-east4,Cloud NAT,178.12,77.77
2025-04-29 00:00:00,proj-076,europe-west1,Internet,Intra-region Egress,224.97,89.28
2025-02-14 00:00:00,proj-077,us-central1,Internet,Cloud NAT,159.58,49.31
2025-09-24 00:00:00,proj-011,us-central1,us-central1,Cloud NAT,331.24,78.09
2026-04-16 00:00:00,proj-030,AUSTRALIA-SOUTHEAST1,asia-south1,Inter-region Egress,126.92,43.46
2026-01-30 00:00:00,proj-046,us-east4,asia-south1,Cloud NAT,84.06,77.77
2025-08-09 00:00:00,proj-049,europe-west1,australia-southeast1,Inter-region Egress,51.85,98.18
2025-07-15 00:00:00,proj-019,us-central1,Internet,Intra-region Egress,185.39,36.14
2026-05-08 00:00:00,proj-056,us-central1,australia-southeast1,Cloud NAT,60.79,11.41
2025-06-18 00:00:00,proj-044,europe-west1,asia-south1,Cloud NAT,463.65,43.09
2025-11-14 00:00:00,proj-055,us-east4,Internet,Load Balancing,160.96,42.83
2025-04-07 00:00:00,proj-070,europe-west1,us-east4,Load Balancing,399.37,91.5
2025-04-22 00:00:00,proj-041,australia-southeast1,asia-south1,Intra-region Egress,424.28,4.22
2025-12-13 00:00:00,proj-023,australia-southeast1,us-central1,Inter-region Egress,209.14,49.69
2025-10-10 00:00:00,proj-005,europe-west1,us-east4,Inter-region Egress,334.03,90.76
2025-12-27 00:00:00,proj-037,us-east4,us-central1,Load Balancing,164.85,15.83
2026-04-25 00:00:00,proj-062,us-east4,us-east4,Load Balancing,466.09,93.64
2025-02-02 00:00:00,proj-014,asia-south1,us-central1,Inter-region Egress,442.67,67.9
2026-02-27 00:00:00,proj-055,australia-southeast1,Internet,Internet Egress,314.99,55.02
2026-04-24 00:00:00,proj-074,europe-west1,us-east4,Cloud NAT,414.57,93.85
2026-01-30 00:00:00,proj-016,us-east4,europe-west1,Cloud NAT,21.1,4.08
2026-04-05 00:00:00,proj-078,europe-west1,australia-southeast1,,68.18,3.96
2026-04-27 00:00:00,proj-016,australia-southeast1,us-central1,Internet Egress,389.04,11.97
2025-10-31 00:00:00,proj-073,us-east4,us-central1,Cloud NAT,88.87,49.97
2025-02-13 00:00:00,proj-073,us-east4,us-central1,Load Balancing,374.31,18.84
2025-10-31 00:00:00,proj-066,us-central1,australia-southeast1,Cloud NAT,51.44,26.01
2025-02-14 00:00:00,proj-065,asia-south1,Internet,Cloud NAT,471.66,76.47
2025-12-23 00:00:00,proj-023,australia-southeast1,asia-south1,Load Balancing,128.46,1.52
2026-02-19 00:00:00,proj-029,us-central1,australia-southeast1,Cloud NAT,151.98,7.01
2025-03-04 00:00:00,proj-037,us-east4,us-central1,Load Balancing,156.11,73.77
2025-04-03 00:00:00,proj-073,ASIA-SOUTH1,us-east4,Cloud NAT,184.28,9.45
2025-05-20 00:00:00,proj-037,asia-south1,us-east4,Inter-region Egress,299.57,51.64
2025-11-01 00:00:00,proj-062,europe-west1,us-central1,Intra-region Egress,481.85,90.11
2025-01-21 00:00:00,proj-009,asia-south1,australia-southeast1,Cloud NAT,436.58,31.73
2025-01-08 00:00:00,proj-036,europe-west1,asia-south1,Intra-region Egress,450.14,70.03
2025-12-11 00:00:00,proj-078,us-east4,asia-south1,Cloud NAT,83.83,40.3
2025-04-27 00:00:00,proj-046,asia-south1,europe-west1,Inter-region Egress,339.51,25.91
2025-11-10 00:00:00,proj-055,us-east4,europe-west1,Intra-region Egress,206.47,26.93
2025-05-27 00:00:00,proj-018,europe-west1,us-east4,Inter-region Egress,224.91,93.79
2025-01-01 00:00:00,proj-078,us-east4,us-east4,Inter-region Egress,192.28,64.58
2025-04-01 00:00:00,proj-067,europe-west1,australia-southeast1,Intra-region Egress,236.93,31.81
2025-02-17 00:00:00,proj-045,us-central1,us-central1,Cloud NAT,139.94,48.39
2026-04-24 00:00:00,proj-065,asia-south1,europe-west1,Load Balancing,397.85,22.35
2026-04-01 00:00:00,proj-025,australia-southeast1,us-central1,Inter-region Egress,271.69,4.15
2025-12-10 00:00:00,proj-064,australia-southeast1,us-central1,Load Balancing,497.76,77.09
2026-04-18 00:00:00,proj-005,australia-southeast1,australia-southeast1,Intra-region Egress,247.86,39.28
2025-09-14 00:00:00,proj-071,asia-south1,us-central1,Internet Egress,71.97,18.4
2026-04-20 00:00:00,proj-018,us-central1,us-east4,Cloud NAT,468.55,31.03
2025-07-14 00:00:00,proj-055,us-east4,asia-south1,Load Balancing,284.05,94.2
2025-01-22 00:00:00,proj-022,us-central1,us-east4,Internet Egress,48.63,41.27
2026-01-13 00:00:00,proj-023,australia-southeast1,us-central1,Inter-region Egress,263.97,25.2
2025-02-20 00:00:00,proj-070,US-CENTRAL1,us-east4,Load Balancing,111.86,68.25
2025-08-05 00:00:00,proj-043,US-CENTRAL1,us-central1,Load Balancing,57.67,47.43
2025-04-07 00:00:00,proj-008,australia-southeast1,us-central1,Inter-region Egress,456.01,37.56
2025-06-02 00:00:00,proj-046,us-east4,australia-southeast1,Load Balancing,76.63,76.1
2025-05-21 00:00:00,proj-061,europe-west1,us-central1,Intra-region Egress,459.22,8.77
2025-10-05 00:00:00,proj-021,europe-west1,australia-southeast1,Internet Egress,343.05,78.02
2025-12-24 00:00:00,proj-039,us-central1,Internet,Cloud NAT,10.55,66.63
2025-03-27 00:00:00,proj-035,asia-south1,Internet,Intra-region Egress,415.22,71.38
2026-01-05 00:00:00,proj-014,US-EAST4,us-central1,Cloud NAT,354.18,59.96
2025-06-30 00:00:00,proj-026,us-central1,Internet,Internet Egress,181.48,23.17
2025-11-14 00:00:00,proj-046,europe-west1,Internet,Inter-region Egress,189.91,92.83
2025-05-14 00:00:00,proj-025,asia-south1,us-east4,Load Balancing,220.84,56.1
2025-10-24 00:00:00,proj-017,australia-southeast1,us-east4,Inter-region Egress,388.11,3.47
2025-07-17 00:00:00,proj-006,europe-west1,europe-west1,Cloud NAT,212.35,46.11
2025-11-16 00:00:00,proj-016,us-east4,australia-southeast1,Internet Egress,31.97,14.83
2026-02-20 00:00:00,proj-043,EUROPE-WEST1,Internet,Intra-region Egress,165.65,84.67
2025-06-16 00:00:00,proj-029,europe-west1,australia-southeast1,Inter-region Egress,107.54,43.98
2025-01-29 00:00:00,proj-011,us-east4,asia-south1,Inter-region Egress,212.81,40.87
2025-07-23 00:00:00,proj-044,us-central1,asia-south1,Cloud NAT,114.57,23.57
2025-08-28 00:00:00,proj-017,australia-southeast1,us-central1,Intra-region Egress,145.89,27.16
2025-04-06 00:00:00,proj-070,us-central1,us-east4,Cloud NAT,368.06,33.42
2026-04-17 00:00:00,proj-044,us-east4,australia-southeast1,Internet Egress,306.75,88.38
2025-10-13 00:00:00,proj-038,us-east4,asia-south1,Inter-region Egress,460.57,44.47
2025-12-30 00:00:00,proj-011,asia-south1,europe-west1,Inter-region Egress,359.45,19.45
2025-09-08 00:00:00,proj-018,us-east4,Internet,,49.15,0.94
2026-05-14 00:00:00,proj-010,us-east4,Internet,Inter-region Egress,499.6,73.47
2025-04-19 00:00:00,proj-033,asia-south1,us-east4,Load Balancing,458.09,8.13
2025-10-06 00:00:00,proj-069,us-central1,europe-west1,Inter-region Egress,261.23,27.7
2025-09-21 00:00:00,proj-038,australia-southeast1,europe-west1,Inter-region Egress,184.89,47.19
2025-12-11 00:00:00,proj-078,asia-south1,Internet,Inter-region Egress,45.63,38.38
2025-07-27 00:00:00,proj-014,us-east4,us-east4,Load Balancing,421.76,67.96
2025-03-16 00:00:00,proj-048,asia-south1,australia-southeast1,Internet Egress,169.37,78.31
2025-01-31 00:00:00,proj-056,asia-south1,europe-west1,Inter-region Egress,3.6,94.47
2026-03-17 00:00:00,proj-074,us-central1,us-east4,Cloud NAT,418.37,57.19
2025-09-19 00:00:00,proj-008,us-east4,us-east4,Cloud NAT,321.16,60.73
2026-05-02 00:00:00,proj-051,us-east4,asia-south1,Internet Egress,16.63,98.6
2025-06-01 00:00:00,proj-026,us-central1,Internet,Load Balancing,150.76,14.41
2026-01-08 00:00:00,proj-030,australia-southeast1,australia-southeast1,Internet Egress,339.1,34.7
2025-02-20 00:00:00,proj-050,europe-west1,asia-south1,Load Balancing,157.81,95.75
2025-10-20 00:00:00,proj-021,australia-southeast1,europe-west1,Intra-region Egress,403.79,7.54
2025-03-03 00:00:00,proj-056,australia-southeast1,europe-west1,Intra-region Egress,93.96,35.01
2025-05-01 00:00:00,proj-012,europe-west1,australia-southeast1,,59.71,89.81
2025-01-17 00:00:00,proj-002,us-central1,us-central1,Intra-region Egress,242.99,81.2
2025-10-03 00:00:00,proj-026,us-east4,Internet,Load Balancing,424.72,91.09
2025-11-24 00:00:00,proj-065,us-central1,us-central1,Intra-region Egress,283.05,50.33
2026-05-06 00:00:00,proj-007,australia-southeast1,Internet,Load Balancing,124.94,57.06
2025-02-18 00:00:00,proj-063,us-central1,australia-southeast1,Inter-region Egress,111.01,14.4
2025-12-01 00:00:00,proj-037,asia-south1,europe-west1,Load Balancing,498.11,84.82
2025-01-11 00:00:00,proj-074,asia-south1,us-central1,Intra-region Egress,249.6,80.93
2025-06-07 00:00:00,proj-014,us-east4,europe-west1,Inter-region Egress,353.18,9.15
2025-01-17 00:00:00,proj-051,us-east4,us-east4,Intra-region Egress,368.97,59.34
2025-03-24 00:00:00,proj-004,us-central1,australia-southeast1,Load Balancing,328.52,75.08
2026-01-03 00:00:00,proj-049,us-central1,asia-south1,Load Balancing,439.37,18.6
2026-03-23 00:00:00,proj-051,asia-south1,us-central1,Intra-region Egress,96.76,94.39
2025-10-15 00:00:00,proj-040,australia-southeast1,europe-west1,Cloud NAT,136.34,29.88
2025-04-28 00:00:00,proj-074,us-east4,us-east4,Load Balancing,78.28,82.65
2026-01-14 00:00:00,proj-080,us-central1,us-east4,Internet Egress,383.95,31.89
2026-02-05 00:00:00,proj-069,us-central1,asia-south1,Intra-region Egress,481.66,67.29
2026-01-24 00:00:00,proj-076,us-central1,us-central1,Cloud NAT,492.69,32.03
2025-03-20 00:00:00,proj-019,us-east4,us-central1,Cloud NAT,481.87,62.81
2025-07-13 00:00:00,proj-050,europe-west1,us-central1,Load Balancing,218.91,92.49
2026-04-11 00:00:00,proj-009,us-east4,Internet,Intra-region Egress,291.05,91.99
2025-04-15 00:00:00,proj-019,australia-southeast1,asia-south1,Cloud NAT,13.75,83.2
2025-09-12 00:00:00,proj-055,us-central1,australia-southeast1,Internet Egress,494.61,67.58
2025-08-07 00:00:00,proj-031,asia-south1,us-central1,,200.03,52.7
2025-04-05 00:00:00,proj-069,australia-southeast1,asia-south1,Internet Egress,450.05,53.16
2025-06-12 00:00:00,proj-044,us-central1,us-east4,Load Balancing,410.55,1.09
2026-03-07 00:00:00,proj-066,us-central1,europe-west1,Intra-region Egress,485.8,41.27
2025-01-29 00:00:00,proj-050,australia-southeast1,us-east4,Intra-region Egress,395.28,45.57
2025-03-19 00:00:00,proj-005,us-east4,australia-southeast1,Load Balancing,197.54,24.15
2026-03-17 00:00:00,proj-044,asia-south1,australia-southeast1,Load Balancing,237.46,81.61
2026-02-22 00:00:00,proj-069,australia-southeast1,Internet,Intra-region Egress,491.2,87.81
2025-01-27 00:00:00,proj-014,europe-west1,europe-west1,Internet Egress,0.73,20.8
2026-01-29 00:00:00,proj-014,europe-west1,Internet,Internet Egress,429.08,74.84
2025-06-11 00:00:00,proj-055,us-central1,Internet,Intra-region Egress,406.76,62.52
2026-01-13 00:00:00,proj-030,asia-south1,us-east4,Inter-region Egress,492.82,95.11
2026-04-30 00:00:00,proj-024,us-east4,us-east4,Intra-region Egress,31.72,39.6
2026-03-20 00:00:00,proj-001,asia-south1,Internet,Internet Egress,110.32,47.41
2025-08-16 00:00:00,proj-068,asia-south1,asia-south1,Cloud NAT,446.87,83.14
2025-04-08 00:00:00,proj-008,us-central1,australia-southeast1,Internet Egress,218.86,65.33
2025-02-20 00:00:00,proj-010,europe-west1,europe-west1,Cloud NAT,77.53,1.51
2026-01-11 00:00:00,proj-044,australia-southeast1,us-central1,Intra-region Egress,9.92,58.25
2025-05-17 00:00:00,proj-001,us-central1,europe-west1,Load Balancing,132.77,20.6
2025-07-04 00:00:00,proj-059,australia-southeast1,asia-south1,Internet Egress,90.79,86.48
2025-02-12 00:00:00,proj-012,us-central1,us-central1,Inter-region Egress,147.53,72.61
2026-03-02 00:00:00,proj-016,us-central1,europe-west1,Inter-region Egress,165.93,79.96
2025-08-21 00:00:00,proj-036,us-central1,us-east4,Internet Egress,288.09,73.48
2026-01-14 00:00:00,proj-003,AUSTRALIA-SOUTHEAST1,Internet,Internet Egress,372.04,77.5
2025-02-05 00:00:00,proj-046,asia-south1,australia-southeast1,Intra-region Egress,369.39,32.91
2025-01-03 00:00:00,proj-063,us-central1,europe-west1,Load Balancing,493.74,52.31
2025-11-13 00:00:00,proj-023,asia-south1,europe-west1,Inter-region Egress,177.03,12.86
2025-01-19 00:00:00,proj-020,australia-southeast1,us-central1,Inter-region Egress,149.8,44.28
2025-06-17 00:00:00,proj-025,us-east4,australia-southeast1,Intra-region Egress,171.45,85.51
2025-08-30 00:00:00,proj-010,AUSTRALIA-SOUTHEAST1,asia-south1,Cloud NAT,488.1,89.88
2026-04-07 00:00:00,proj-008,europe-west1,us-central1,Internet Egress,293.87,66.85
2025-12-18 00:00:00,proj-003,asia-south1,asia-south1,Inter-region Egress,25.81,46.41
2026-01-21 00:00:00,proj-016,asia-south1,europe-west1,Inter-region Egress,175.66,52.25
2025-05-06 00:00:00,proj-021,europe-west1,us-east4,Load Balancing,465.09,5.75
2025-01-03 00:00:00,proj-023,australia-southeast1,us-east4,Inter-region Egress,259.26,84.19
2025-05-28 00:00:00,proj-039,australia-southeast1,australia-southeast1,Inter-region Egress,192.09,81.48
2026-02-06 00:00:00,proj-023,us-east4,asia-south1,Internet Egress,156.51,62.71
2026-01-19 00:00:00,proj-068,asia-south1,asia-south1,Intra-region Egress,344.76,82.82
2026-01-07 00:00:00,proj-074,us-east4,australia-southeast1,Inter-region Egress,429.16,30.72
2025-10-28 00:00:00,proj-058,asia-south1,Internet,Internet Egress,279.67,63.09
2025-12-30 00:00:00,proj-004,europe-west1,us-central1,Load Balancing,24.27,6.8
2025-08-23 00:00:00,proj-057,australia-southeast1,us-central1,Intra-region Egress,499.88,40.79
2025-01-02 00:00:00,proj-019,us-east4,us-central1,Internet Egress,101.75,34.05
2025-09-01 00:00:00,proj-009,australia-southeast1,europe-west1,Cloud NAT,420.03,1.59
2025-09-02 00:00:00,proj-009,australia-southeast1,us-central1,Intra-region Egress,203.61,26.79
2026-04-30 00:00:00,proj-067,us-east4,asia-south1,Cloud NAT,182.26,0.81
2026-01-22 00:00:00,proj-073,australia-southeast1,us-central1,Intra-region Egress,109.24,82.03
2025-10-17 00:00:00,proj-067,europe-west1,europe-west1,Cloud NAT,307.49,32.45
2026-02-12 00:00:00,proj-017,australia-southeast1,europe-west1,Intra-region Egress,225.33,91.87
2025-08-30 00:00:00,proj-023,us-central1,australia-southeast1,Cloud NAT,92.6,12.96
2025-01-03 00:00:00,proj-059,us-east4,australia-southeast1,Load Balancing,156.17,52.6
2026-02-17 00:00:00,proj-043,us-east4,Internet,Inter-region Egress,59.87,13.16
2025-06-06 00:00:00,proj-073,australia-southeast1,australia-southeast1,Internet Egress,95.15,69.75
2026-02-16 00:00:00,proj-073,australia-southeast1,Internet,Internet Egress,97.24,41.1
2025-03-20 00:00:00,proj-009,australia-southeast1,Internet,Cloud NAT,487.21,29.06
2025-05-28 00:00:00,proj-080,europe-west1,asia-south1,Cloud NAT,286.71,92.7
2025-04-20 00:00:00,proj-024,asia-south1,us-central1,Load Balancing,109.36,31.62
2025-08-15 00:00:00,proj-032,europe-west1,Internet,Inter-region Egress,42.26,38.09
2025-11-26 00:00:00,proj-072,asia-south1,australia-southeast1,Load Balancing,228.63,78.56
2025-10-13 00:00:00,proj-072,asia-south1,us-central1,Internet Egress,18.42,24.29
2025-02-25 00:00:00,proj-057,asia-south1,europe-west1,Cloud NAT,360.09,94.69
2025-06-17 00:00:00,proj-008,asia-south1,asia-south1,Intra-region Egress,140.6,18.34
2026-03-09 00:00:00,proj-033,us-central1,europe-west1,Load Balancing,357.14,2.17
2025-12-28 00:00:00,proj-078,us-east4,australia-southeast1,Load Balancing,280.39,41.55
2025-12-13 00:00:00,proj-059,EUROPE-WEST1,Internet,Cloud NAT,45.41,42.72
2025-10-19 00:00:00,proj-019,us-central1,asia-south1,Load Balancing,36.07,76.82
2025-07-19 00:00:00,proj-015,us-central1,us-central1,Load Balancing,396.49,82.52
2026-01-11 00:00:00,proj-003,australia-southeast1,australia-southeast1,Internet Egress,475.8,18.78
2025-01-25 00:00:00,proj-002,asia-south1,europe-west1,Load Balancing,490.3,70.33
2025-05-10 00:00:00,proj-022,europe-west1,us-east4,Cloud NAT,249.5,60.56
2026-01-10 00:00:00,proj-025,europe-west1,europe-west1,Intra-region Egress,481.63,92.57
2026-03-26 00:00:00,proj-051,europe-west1,europe-west1,Inter-region Egress,137.87,93.94
2025-02-22 00:00:00,proj-068,us-central1,europe-west1,Inter-region Egress,225.7,53.1
2025-08-18 00:00:00,proj-030,us-central1,Internet,Load Balancing,214.71,32.13
2025-01-28 00:00:00,proj-054,us-central1,us-central1,Internet Egress,215.8,13.86
2026-03-11 00:00:00,proj-005,US-CENTRAL1,Internet,Load Balancing,34.84,65.18
2025-10-18 00:00:00,proj-071,australia-southeast1,us-east4,Cloud NAT,412.78,99.94
2025-10-24 00:00:00,proj-030,australia-southeast1,Internet,Load Balancing,313.64,55.4
2025-03-18 00:00:00,proj-024,us-central1,australia-southeast1,Internet Egress,150.56,43.2
2025-10-29 00:00:00,proj-063,us-central1,australia-southeast1,Load Balancing,27.62,90.37
2025-10-24 00:00:00,proj-055,us-east4,europe-west1,Load Balancing,18.39,53.89
2025-08-23 00:00:00,proj-011,australia-southeast1,australia-southeast1,Intra-region Egress,429.44,29.86
2025-12-19 00:00:00,proj-026,us-central1,asia-south1,Intra-region Egress,453.3,50.77
2025-09-17 00:00:00,proj-035,us-east4,australia-southeast1,Cloud NAT,499.23,92.79
2025-06-16 00:00:00,proj-059,asia-south1,us-central1,Cloud NAT,339.4,48.71
2025-03-29 00:00:00,proj-062,australia-southeast1,asia-south1,Load Balancing,221.67,21.59
2026-02-19 00:00:00,proj-021,asia-south1,us-east4,Cloud NAT,104.56,7.21
2025-12-28 00:00:00,proj-046,EUROPE-WEST1,europe-west1,Intra-region Egress,263.81,76.56
2025-05-29 00:00:00,proj-011,australia-southeast1,us-east4,Load Balancing,475.35,44.69
2025-05-23 00:00:00,proj-050,australia-southeast1,asia-south1,Intra-region Egress,438.74,77.05
2025-01-21 00:00:00,proj-043,us-central1,australia-southeast1,Cloud NAT,448.38,1.51
2025-09-28 00:00:00,proj-007,australia-southeast1,us-central1,Load Balancing,382.26,97.72
2026-02-22 00:00:00,proj-064,us-east4,us-east4,Internet Egress,112.21,29.17
2025-09-22 00:00:00,proj-034,us-east4,australia-southeast1,Internet Egress,289.74,9.95
2025-05-22 00:00:00,proj-073,australia-southeast1,asia-south1,Intra-region Egress,94.14,61.35
